1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC02572	dhaR	RDBECOLIOPC01039	dhaR	RDBECOLIGNC03490	dhaR	RDBECOLIPMC02887	dhaRp	1251003		sigma38	RDBECOLITFC00198	DhaR	b1201	1251066	1252985		Ecocyc:TU0-7962 
RDBECOLITUC02573	dhaKLM	RDBECOLIOPC02845	dhaKLM	RDBECOLIGNC02256,RDBECOLIGNC03488,RDBECOLIGNC03489	dhaM;dhaL;dhaK	RDBECOLIPMC02888	dhaKp	1250944		sigma38	RDBECOLITFC00234,RDBECOLITFC00198	SrsR,DhaR	b1198;b1199;b1200	1250838	1247696		Ecocyc:TU0-7981 
RDBECOLITUC02574	tsr	RDBECOLIOPC02848	tsr	RDBECOLIGNC01022	tsr	RDBECOLIPMC02979	tsrp1	4591412		sigma70	RDBECOLITFC00170	CpxR	b4355	4591657	4593312		Ecocyc:TU0-7 
RDBECOLITUC02575	glnQ	RDBECOLIOPC02909	glnHPQ	RDBECOLIGNC00382	glnQ	RDBECOLIPMC02889	glnQp	846631		sigma70	RDBECOLITFC00053	Fis	b0809	846463	845741		Ecocyc:TU0-8001 
RDBECOLITUC02576	acrD	RDBECOLIOPC02830	acrD	RDBECOLIGNC00012	acrD	RDBECOLIPMC02890	acrDp	2587475		sigma70	RDBECOLITFC00181	EvgA	b2470	2587595	2590708		Ecocyc:TU0-8021 
RDBECOLITUC02577	gatR_2	RDBECOLIOPC02406	gatR_2	RDBECOLIGNC02053	gatR	RDBECOLIPMC02891	gatR_2p						b4498	2171727	2169693		Ecocyc:TU0-8044 
RDBECOLITUC02578	tpiA	RDBECOLIOPC01676	tpiA	RDBECOLIGNC01003	tpiA	RDBECOLIPMC02892	tpiAp1	4111524					b3919	4111507	4110740		Ecocyc:TU0-8061 
RDBECOLITUC02579	pgk-fbaA	RDBECOLIOPC03598	epd-pgk-fbaA	RDBECOLIGNC00276,RDBECOLIGNC00694	fbaA;pgk	RDBECOLIPMC02893	pgkp1	3072857		sigma70			b2925;b2926	3072622	3070165		Ecocyc:TU0-8081 
RDBECOLITUC02580	epd-pgk-fbaA	RDBECOLIOPC03598	epd-pgk-fbaA	RDBECOLIGNC00276,RDBECOLIGNC00694,RDBECOLIGNC00361	fbaA;pgk;epd	RDBECOLIPMC03796	epdp	3073823		sigma70	RDBECOLITFC00189,RDBECOLITFC00057	CRP,Cra	b2925;b2926;b2927	3073691	3070165		Ecocyc:TU0-8082 
RDBECOLITUC02581	pgk	RDBECOLIOPC03598	epd-pgk-fbaA	RDBECOLIGNC00694	pgk	RDBECOLIPMC02893	pgkp1	3072857	RDBECOLITMC00298	sigma70			b2926	3072622	3071459	3071431-3071450	Ecocyc:TU0-8083 
RDBECOLITUC02582	aspS	RDBECOLIOPC01648	aspS	RDBECOLIGNC00093	aspS	RDBECOLIPMC02894	aspSp2	1950617	RDBECOLITMC00301				b1866	1950522	1948750	1948662-1948693	Ecocyc:TU0-8084 
RDBECOLITUC02583	pgl	RDBECOLIOPC01632	pgl	RDBECOLIGNC03266	pgl								b0767	798586	799581		Ecocyc:TU0-8101 
RDBECOLITUC02584	talB	RDBECOLIOPC00688	talB	RDBECOLIGNC01508	talB	RDBECOLIPMC03273	talBp	8191	RDBECOLITMC00302				b0008	8238	9191	9199-9226	Ecocyc:TU0-8121 
RDBECOLITUC02585	talA-tktB	RDBECOLIOPC02569	talA-tktB	RDBECOLIGNC02001,RDBECOLIGNC01728	tktB;talA	RDBECOLIPMC02895	talAp2	2578570		sigma38			b2465;b2464	2578666	2581639		Ecocyc:TU0-8143 
RDBECOLITUC02586	yiaG	RDBECOLIOPC01290	yiaG	RDBECOLIGNC02331	yiaG	RDBECOLIPMC02896	yiaGp	3719431		sigma38	RDBECOLITFC00051	Rob	b3555	3719478	3719768		Ecocyc:TU0-8145 
RDBECOLITUC02587	ytfK	RDBECOLIOPC02600	ytfK	RDBECOLIGNC04612	ytfK	RDBECOLIPMC02897	ytfKp1	4439511		sigma38	RDBECOLITFC00202,RDBECOLITFC00202	PhoB,PhoB	b4217	4439587	4439793		Ecocyc:TU0-8146 
RDBECOLITUC02588	ansP	RDBECOLIOPC02035	ansP	RDBECOLIGNC03619	ansP	RDBECOLIPMC02898	ansPp1	1526011		sigma38			b1453	1525980	1524481		Ecocyc:TU0-8147 
RDBECOLITUC02589	ansP	RDBECOLIOPC02035	ansP	RDBECOLIGNC03619	ansP	RDBECOLIPMC02899	ansPp2	1526020		sigma38			b1453	1525980	1524481		Ecocyc:TU0-8148 
RDBECOLITUC02590	pheP	RDBECOLIOPC00140	pheP	RDBECOLIGNC00699	pheP	RDBECOLIPMC02900	phePp	601929	RDBECOLITMC00303	sigma70			b0576	601959	603335	603377-603409	Ecocyc:TU0-8149 
RDBECOLITUC02591	msyB	RDBECOLIOPC01680	msyB	RDBECOLIGNC01308	msyB	RDBECOLIPMC02901	msyBp	1114213		sigma38			b1051	1114181	1113807		Ecocyc:TU0-8150 
RDBECOLITUC02592	artJ	RDBECOLIOPC00731	artJ	RDBECOLIGNC01574	artJ	RDBECOLIPMC02903	artJp	900626	RDBECOLITMC00305	sigma70	RDBECOLITFC00109,RDBECOLITFC00109	ArgR,ArgR	b0860	900575	899844	899648-899665	Ecocyc:TU0-8161 
RDBECOLITUC02593	pfkB	RDBECOLIOPC02387	pfkB	RDBECOLIGNC00691	pfkB	RDBECOLIPMC02904	pfkBp2	1806323		sigma38			b1723	1806370	1807299		Ecocyc:TU0-8181 
RDBECOLITUC02594	gloA	RDBECOLIOPC02813	nemRA-gloA	RDBECOLIGNC03744	gloA	RDBECOLIPMC02905	gloAp	1727801		sigma70			b1651	1727837	1728244		Ecocyc:TU0-8182 
RDBECOLITUC02595	ybjP	RDBECOLIOPC00451	ybjP	RDBECOLIGNC03319	ybjP	RDBECOLIPMC02906	ybjPp	904523		sigma38			b0865	904467	903952		Ecocyc:TU0-8201 
RDBECOLITUC02596	yggE	RDBECOLIOPC02672	yggE	RDBECOLIGNC01219	yggE	RDBECOLIPMC02907	yggEp1	3068126		sigma38			b2922	3068080	3067340		Ecocyc:TU0-8202 
RDBECOLITUC02597	yggE	RDBECOLIOPC02672	yggE	RDBECOLIGNC01219	yggE	RDBECOLIPMC02908	yggEp2	3068185		sigma38			b2922	3068080	3067340		Ecocyc:TU0-8203 
RDBECOLITUC02598	metE	RDBECOLIOPC00176	metE	RDBECOLIGNC00576	metE	RDBECOLIPMC02909	metEp	4012884			RDBECOLITFC00108,RDBECOLITFC00216,RDBECOLITFC00108,RDBECOLITFC00218,RDBECOLITFC00218	MetR,OxyR,MetR,MetJ,MetJ	b3829	4013053	4015314		Ecocyc:TU0-8221 
RDBECOLITUC02599	metR	RDBECOLIOPC02627	metR	RDBECOLIGNC00583	metR	RDBECOLIPMC02910	metRp1	4012855			RDBECOLITFC00108,RDBECOLITFC00216,RDBECOLITFC00108,RDBECOLITFC00218,RDBECOLITFC00218	MetR,OxyR,MetR,MetJ,MetJ	b3828	4012816	4011863		Ecocyc:TU0-8223 
RDBECOLITUC02600	metR	RDBECOLIOPC02627	metR	RDBECOLIGNC00583	metR	RDBECOLIPMC02911	metRp2	4012837			RDBECOLITFC00108,RDBECOLITFC00108,RDBECOLITFC00218,RDBECOLITFC00218	MetR,MetR,MetJ,MetJ	b3828	4012816	4011863		Ecocyc:TU0-8224 
RDBECOLITUC02601	yebC-ruvC	RDBECOLIOPC02451	nudB-yebC-ruvC	RDBECOLIGNC00913,RDBECOLIGNC01120	ruvC;yebC	RDBECOLIPMC02912	yebCp	1948185	RDBECOLITMC00244	sigma70			b1863;b1864	1948151	1946855	1946815-1946854	Ecocyc:TU0-8241 
RDBECOLITUC02602	ruvC	RDBECOLIOPC02451	nudB-yebC-ruvC	RDBECOLIGNC00913	ruvC	RDBECOLIPMC02913	ruvCp	1947439	RDBECOLITMC00244	sigma70			b1863	1947376	1946855	1946815-1946854	Ecocyc:TU0-8242 
RDBECOLITUC02603	nudB-yebC-ruvC	RDBECOLIOPC02451	nudB-yebC-ruvC	RDBECOLIGNC00913,RDBECOLIGNC01120,RDBECOLIGNC01121	ruvC;yebC;nudB	RDBECOLIPMC02914	nudBp	1948674	RDBECOLITMC00244	sigma70			b1863;b1864;b1865	1948632	1946855	1946815-1946854	Ecocyc:TU0-8243 
RDBECOLITUC02604	yebB	RDBECOLIOPC02020	yebB	RDBECOLIGNC01119	yebB	RDBECOLIPMC02915	yebBp2	1946144					b1862	1946251	1946853		Ecocyc:TU0-8244 
RDBECOLITUC02605	yebB	RDBECOLIOPC02020	yebB	RDBECOLIGNC01119	yebB	RDBECOLIPMC02916	yebBp1	1946110		sigma70			b1862	1946251	1946853		Ecocyc:TU0-8245 
RDBECOLITUC02606	ydjM	RDBECOLIOPC00130	ydjM	RDBECOLIGNC03784	ydjM	RDBECOLIPMC02917	ydjMp	1810170		sigma70	RDBECOLITFC00214,RDBECOLITFC00214	LexA,LexA	b1728	1810211	1810801		Ecocyc:TU0-8261 
RDBECOLITUC02607	insK	RDBECOLIOPC01666	insK	RDBECOLIGNC04554	insK	RDBECOLIPMC02918	insKp	3721065		sigma24	RDBECOLITFC00214	LexA	b3558	3721198	3722049		Ecocyc:TU0-8262 
RDBECOLITUC02608	dinQ	RDBECOLIOPC00719	dinQ	RDBECOLIGNC02948	dinQ	RDBECOLIPMC02919	dinQp	3647982	RDBECOLITMC00130	sigma70	RDBECOLITFC00214,RDBECOLITFC00214	LexA,LexA	b4613	3647788	3647705	3647652-3647689	Ecocyc:TU0-8263 
RDBECOLITUC02609	symE	RDBECOLIOPC02372	symE	RDBECOLIGNC04676	symE	RDBECOLIPMC03095	symEp	4579917		sigma70	RDBECOLITFC00214	LexA	b4347	4579840	4579499		Ecocyc:TU0-8264 
RDBECOLITUC02610	ybfE	RDBECOLIOPC01327	ybfE	RDBECOLIGNC01707	ybfE	RDBECOLIPMC00240	ybfEp	711939		sigma32	RDBECOLITFC00214	LexA	b0685	711898	711605		Ecocyc:TU0-8265 
RDBECOLITUC02611	hokE	RDBECOLIOPC00440	hokE	RDBECOLIGNC02932	hokE	RDBECOLIPMC00239	hokEp	607731		sigma24	RDBECOLITFC00214	LexA	b4415	607836	607988		Ecocyc:TU0-8266 
RDBECOLITUC02612	cho	RDBECOLIOPC01960	cho	RDBECOLIGNC03788	cho	RDBECOLIPMC00241	chop	1823492		sigma70	RDBECOLITFC00214	LexA	b1741	1823515	1824402		Ecocyc:TU0-8267 
RDBECOLITUC02613	rimJ	RDBECOLIOPC00960	rimJ	RDBECOLIGNC00841	rimJ	RDBECOLIPMC02920	rimJp	1125522					b1066	1125562	1126146		Ecocyc:TU0-8281 
RDBECOLITUC02614	ackA-pta	RDBECOLIOPC01605	ackA-pta	RDBECOLIGNC02440,RDBECOLIGNC00024	pta;ackA						RDBECOLITFC00112	CreB	b2297;b2296	2413470	2416891		Ecocyc:TU0-8301 
RDBECOLITUC02615	pta	RDBECOLIOPC01605	ackA-pta	RDBECOLIGNC02440	pta	RDBECOLIPMC02561	ptap	2414486		sigma70			b2297	2414747	2416891		Ecocyc:TU0-8302 
RDBECOLITUC02616	dut-slmA	RDBECOLIOPC00667	dut-slmA	RDBECOLIGNC01171,RDBECOLIGNC00245	slmA;dut	RDBECOLIPMC02921	dutp	3813852		sigma70			b3641;b3640	3813929	3815090		Ecocyc:TU0-8321 
RDBECOLITUC02617	lolB-ispE-prs	RDBECOLIOPC02719	lolB-ispE-prs	RDBECOLIGNC00764,RDBECOLIGNC01266,RDBECOLIGNC01265	prs;ispE;lolB	RDBECOLIPMC02922	lolBp	1263556	RDBECOLITMC00333	sigma28			b1207;b1208;b1209	1263500	1260928	1260895-1260909	Ecocyc:TU0-8323 
RDBECOLITUC02618	narK	RDBECOLIOPC03248	narK	RDBECOLIGNC04714,RDBECOLIGNC00634	narS;narK	RDBECOLIPMC02923	narKp2	1277821		sigma70			b4813;b1223	1277957	1279520		Ecocyc:TU0-8324 
RDBECOLITUC02619	acrR	RDBECOLIOPC00120	acrR	RDBECOLIGNC02015	acrR	RDBECOLIPMC02924	acrRp	485699		sigma70	RDBECOLITFC00065	AcrR	b0464	485761	486408		Ecocyc:TU0-8325 
RDBECOLITUC02620	yoeA	RDBECOLIOPC01653	yoeA	RDBECOLIGNC03919	yoeA								b4582	2068635	2070474		Ecocyc:TU0-8326 
RDBECOLITUC02621	nfeF	RDBECOLIOPC00706	nfeF	RDBECOLIGNC04394	nfeF	RDBECOLIPMC00510	yqjHp	3216538		sigma70	RDBECOLITFC00099,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093	NfeR,Fur,Fur,Fur	b3070	3216491	3215727		Ecocyc:TU0-8327 
RDBECOLITUC02622	yegS	RDBECOLIOPC02355	yegS	RDBECOLIGNC03965	yegS								b2086	2168712	2169611		Ecocyc:TU0-8328 
RDBECOLITUC02623	zinT	RDBECOLIOPC01311	zinT	RDBECOLIGNC03906	zinT	RDBECOLIPMC02925	zinTp	2041346		sigma70	RDBECOLITFC00216,RDBECOLITFC00093,RDBECOLITFC00201,RDBECOLITFC00035	OxyR,Fur,SoxS,Zur	b1973	2041375	2042025		Ecocyc:TU0-8330 
RDBECOLITUC02624	ydhB	RDBECOLIOPC00430	ydhB	RDBECOLIGNC02036	punR								b1659	1739798	1738866		Ecocyc:TU0-8331 
RDBECOLITUC02625	ydhP	RDBECOLIOPC01946	ydhP	RDBECOLIGNC03746	ydhP								b1657	1737290	1736121		Ecocyc:TU0-8332 
RDBECOLITUC02626	ldtB	RDBECOLIOPC00949	ldtB	RDBECOLIGNC03291	ldtB	RDBECOLIPMC02926	ldtBp	855786			RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00051	CRP,CRP,Rob	b0819	855744	854824		Ecocyc:TU0-8334 
RDBECOLITUC02627	mltF	RDBECOLIOPC00158	mltF	RDBECOLIGNC01340	mltF	RDBECOLIPMC02927	mltFp	2695767		sigma70	RDBECOLITFC00051	Rob	b2558	2695801	2697357		Ecocyc:TU0-8335 
RDBECOLITUC02628	fbp	RDBECOLIOPC01590	fbp	RDBECOLIGNC00277	fbp								b4232	4455609	4454611		Ecocyc:TU0-8336 
RDBECOLITUC02629	barA	RDBECOLIOPC00656	barA	RDBECOLIGNC01334	barA								b2786	2915057	2917813		Ecocyc:TU0-8337 
RDBECOLITUC02630	ygcG	RDBECOLIOPC02415	ygcG	RDBECOLIGNC04256	ygcG								b2778	2905711	2906583		Ecocyc:TU0-8338 
RDBECOLITUC02631	queE	RDBECOLIOPC01253	queE	RDBECOLIGNC04255	queE						RDBECOLITFC00166	PhoP	b2777	2905418	2904747		Ecocyc:TU0-8339 
RDBECOLITUC02632	fliE	RDBECOLIOPC03345	fliE	RDBECOLIGNC01316	fliE	RDBECOLIPMC02928	fliEp2	2013093		sigma28	RDBECOLITFC00018,RDBECOLITFC00018	CsgD,CsgD	b1937	2013014	2012700		Ecocyc:TU0-8340 
RDBECOLITUC02633	rtcR	RDBECOLIOPC01995	rtcR	RDBECOLIGNC02219	rtcR	RDBECOLIPMC02929	rtcRp			sigma54			b3422	3558268	3559866		Ecocyc:TU0-8341 
RDBECOLITUC02634	scpA-argK-scpBC	RDBECOLIOPC00988	scpA-argK-scpBC	RDBECOLIGNC04327,RDBECOLIGNC04326,RDBECOLIGNC01408,RDBECOLIGNC01407	scpC;scpB;argK;scpA						RDBECOLITFC00128	FNR	b2920;b2919;b2918;b2917	3060850	3066280		Ecocyc:TU0-8343 
RDBECOLITUC02635	hypABCDE-fhlA	RDBECOLIOPC03176	hypABCDE-fhlA	RDBECOLIGNC00295,RDBECOLIGNC00480,RDBECOLIGNC00479,RDBECOLIGNC00478,RDBECOLIGNC00477,RDBECOLIGNC00476	fhlA;hypE;hypD;hypC;hypB;hypA	RDBECOLIPMC03473	hypAp	2850627		sigma54	RDBECOLITFC00038,RDBECOLITFC00072,RDBECOLITFC00072,RDBECOLITFC00211	NsrR,FhlA,FhlA,IHF	b2731;b2730;b2729;b2728;b2727;b2726	2850647	2856416		Ecocyc:TU0-8344 
RDBECOLITUC02636	hypBCDE-fhlA	RDBECOLIOPC03176	hypABCDE-fhlA	RDBECOLIGNC00295,RDBECOLIGNC00480,RDBECOLIGNC00479,RDBECOLIGNC00478,RDBECOLIGNC00477	fhlA;hypE;hypD;hypC;hypB	RDBECOLIPMC03780	hypBp	2850839			RDBECOLITFC00128,RDBECOLITFC00128	FNR,FNR	b2731;b2730;b2729;b2728;b2727	2851001	2856416		Ecocyc:TU0-8345 
RDBECOLITUC02637	frlABCDR	RDBECOLIOPC02641	frlABCDR	RDBECOLIGNC04517,RDBECOLIGNC04516,RDBECOLIGNC04515,RDBECOLIGNC04514,RDBECOLIGNC02419	frlR;frlD;frlC;frlB;frlA	RDBECOLIPMC02029	frlAp1	3499835		sigma70	RDBECOLITFC00189,RDBECOLITFC00144	CRP,FrlR	b3375;b3374;b4474;b3371;b3370	3499910	3504783		Ecocyc:TU0-8346 
RDBECOLITUC02638	dcuSR	RDBECOLIOPC02991	dcuSR	RDBECOLIGNC04568,RDBECOLIGNC04569	dcuR;dcuS	RDBECOLIPMC02931	dcuSp	4351685		sigma70	RDBECOLITFC00128,RDBECOLITFC00009,RDBECOLITFC00009	FNR,NarL,NarL	b4124;b4125	4351662	4349315		Ecocyc:TU0-8347 
RDBECOLITUC02639	macB	RDBECOLIOPC02177	macAB	RDBECOLIGNC03331	macB								b0879	920347	922293		Ecocyc:TU0-8349 
RDBECOLITUC02640	macB	RDBECOLIOPC02177	macAB	RDBECOLIGNC03331	macB								b0879	920347	922293		Ecocyc:TU0-8350 
RDBECOLITUC02641	bssS	RDBECOLIOPC03382	bssS	RDBECOLIGNC03422	bssS	RDBECOLIPMC02934	bssSp1	1121058		sigma32	RDBECOLITFC00185	YhaJ	b1060	1120955	1120701		Ecocyc:TU0-8351 
RDBECOLITUC02642	bssS	RDBECOLIOPC03382	bssS	RDBECOLIGNC03422	bssS	RDBECOLIPMC02935	bssSp2	1121032		sigma32			b1060	1120955	1120701		Ecocyc:TU0-8352 
RDBECOLITUC02643	ldhA	RDBECOLIOPC00147	ldhA	RDBECOLIGNC02976	ldhA	RDBECOLIPMC02936	ldhAp	1442915		sigma32			b1380	1442843	1441854		Ecocyc:TU0-8353 
RDBECOLITUC02644	bcsBZ	RDBECOLIOPC01624	bcsABZC	RDBECOLIGNC02134,RDBECOLIGNC02135	bcsZ;bcsB	RDBECOLIPMC02937	bcsBp	3692673		sigma70	RDBECOLITFC00128	FNR	b3531;b3532	3692607	3689155		Ecocyc:TU0-8354 
RDBECOLITUC02645	mutM	RDBECOLIOPC02281	yicR-rpmBG-mutM	RDBECOLIGNC00323	mutM								b3635	3811152	3810343		Ecocyc:TU0-8355 
RDBECOLITUC02646	ybbN	RDBECOLIOPC02397	ybbN	RDBECOLIGNC03149	cnoX	RDBECOLIPMC02939	ybbNp1	518490		sigma32			b0492	518279	517425		Ecocyc:TU0-8356 
RDBECOLITUC02647	gapC_1C_2	RDBECOLIOPC01240	gapC_1C_2	RDBECOLIGNC04697	gapC						RDBECOLITFC00128	FNR	b4493	1490713	1489713		Ecocyc:TU0-8359 
RDBECOLITUC02648	treF	RDBECOLIOPC00367	treF	RDBECOLIGNC02123	treF	RDBECOLIPMC02406	treFp	3669551		sigma38			b3519	3669592	3671241		Ecocyc:TU0-8360 
RDBECOLITUC02649	pcnB-folK	RDBECOLIOPC02987	pcnB-folK	RDBECOLIGNC01341,RDBECOLIGNC00682	folK;pcnB	RDBECOLIPMC02941	pcnBp1	159151		sigma70			b0142;b0143	159126	157253		Ecocyc:TU0-8361 
RDBECOLITUC02650	pcnB-folK	RDBECOLIOPC02987	pcnB-folK	RDBECOLIGNC01341,RDBECOLIGNC00682	folK;pcnB	RDBECOLIPMC02942	pcnBp2	159195		sigma70			b0142;b0143	159126	157253		Ecocyc:TU0-8362 
RDBECOLITUC02651	rssB	RDBECOLIOPC02795	rssAB	RDBECOLIGNC02019	rssB	RDBECOLIPMC02943	rssBp	1290220		sigma38			b1235	1290242	1291255		Ecocyc:TU0-8364 
RDBECOLITUC02652	bcsABZC	RDBECOLIOPC01624	bcsABZC	RDBECOLIGNC02133,RDBECOLIGNC02134,RDBECOLIGNC02135,RDBECOLIGNC02136	bcsC;bcsZ;bcsB;bcsA								b3530;b3531;b3532;b3533	3695236	3685700		Ecocyc:TU0-8365 
RDBECOLITUC02653	bcsQ	RDBECOLIOPC00685	bcsQ	RDBECOLIGNC02137	bcsQ								b3534	3695985	3695233		Ecocyc:TU0-8366 
RDBECOLITUC02654	rssAB	RDBECOLIOPC02795	rssAB	RDBECOLIGNC02019,RDBECOLIGNC02018	rssB;rssA	RDBECOLIPMC02944	rssAp	1289106		sigma38			b1235;b1234	1289245	1291255		Ecocyc:TU0-8367 
RDBECOLITUC02655	cobUST	RDBECOLIOPC02516	cobUST	RDBECOLIGNC02045,RDBECOLIGNC02044,RDBECOLIGNC02429	cobT;cobS;cobU	RDBECOLIPMC02946	cobUp2	2065972		sigma70			b1991;b1992;b1993	2065764	2063388		Ecocyc:TU0-8368 
RDBECOLITUC02656	bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	RDBECOLIOPC03570	bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	RDBECOLIGNC00232,RDBECOLIGNC00851,RDBECOLIGNC00538,RDBECOLIGNC00537,RDBECOLIGNC01256,RDBECOLIGNC00310,RDBECOLIGNC00448,RDBECOLIGNC02989	dnaE;rnhB;lpxB;lpxA;fabZ;lpxD;skp;bamA	RDBECOLIPMC02947	bamAp2	197026		sigma24			b0184;b0183;b0182;b0181;b0180;b0179;b0178;b0177	197928	208608		Ecocyc:TU0-8373 
RDBECOLITUC02657	ybfHG	RDBECOLIOPC01915	ybfHG	RDBECOLIGNC01709	ybfG	RDBECOLIPMC02948	ybfHp	716641		sigma24			b0691	716597	715947		Ecocyc:TU0-8375 
RDBECOLITUC02658	lpp	RDBECOLIOPC01101	lpp	RDBECOLIGNC00536	lpp	RDBECOLIPMC02949	lppp2	1757296					b1677	1757421	1757657		Ecocyc:TU0-8380 
RDBECOLITUC02659	ybgIJKL-nei	RDBECOLIOPC02931	ybgIJKL-nei	RDBECOLIGNC03252,RDBECOLIGNC03251,RDBECOLIGNC03250,RDBECOLIGNC03249,RDBECOLIGNC03248	nei;pxpA;pxpC;pxpB;ybgI	RDBECOLIPMC02950	ybgIp1	742619					b0714;b0713;b0712;b0711;b0710	742827	746726		Ecocyc:TU0-8454 
RDBECOLITUC02660	ybgIJKL-nei	RDBECOLIOPC02931	ybgIJKL-nei	RDBECOLIGNC03251,RDBECOLIGNC03252,RDBECOLIGNC03250,RDBECOLIGNC03249,RDBECOLIGNC03248	pxpA;nei;pxpC;pxpB;ybgI	RDBECOLIPMC02951	ybgIp2	742798					b0713;b0714;b0712;b0711;b0710	742827	746726		Ecocyc:TU0-8455 
RDBECOLITUC02661	ydgK-rsxABCDGE-nth	RDBECOLIOPC02953	ydgK-rsxABCDGE-nth	RDBECOLIGNC00654,RDBECOLIGNC03729,RDBECOLIGNC03728,RDBECOLIGNC03727,RDBECOLIGNC03726,RDBECOLIGNC03725,RDBECOLIGNC03724,RDBECOLIGNC03723	nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK	RDBECOLIPMC02952	ydgKp	1705207					b1633;b1632;b1631;b1630;b1629;b1628;b1627;b1626	1705250	1712158		Ecocyc:TU0-8456 
RDBECOLITUC02662	rsxABCDGE-nth	RDBECOLIOPC02953	ydgK-rsxABCDGE-nth	RDBECOLIGNC00654,RDBECOLIGNC03729,RDBECOLIGNC03728,RDBECOLIGNC03727,RDBECOLIGNC03726,RDBECOLIGNC03725,RDBECOLIGNC03724	nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA	RDBECOLIPMC02953	rsxAp	1705755			RDBECOLITFC00093	Fur	b1633;b1632;b1631;b1630;b1629;b1628;b1627	1705767	1712158		Ecocyc:TU0-8458 
RDBECOLITUC02663	rplL	RDBECOLIOPC03019	rplKAJL-rpoBC	RDBECOLIGNC00863	rplL	RDBECOLIPMC02964	rplLp						b3986	4180560	4180925		Ecocyc:TU0-8464 
RDBECOLITUC02664	fbaB	RDBECOLIOPC00356	fbaB	RDBECOLIGNC03969	fbaB	RDBECOLIPMC02965	fbaBp	2178667		sigma38	RDBECOLITFC00057	Cra	b2097	2178564	2177512		Ecocyc:TU0-8469 
RDBECOLITUC02665	pgaABCD	RDBECOLIOPC01963	pgaABCD	RDBECOLIGNC03395,RDBECOLIGNC03396,RDBECOLIGNC03397,RDBECOLIGNC03398	pgaD;pgaC;pgaB;pgaA	RDBECOLIPMC02966	pgaAp	1092523			RDBECOLITFC00040,RDBECOLITFC00084,RDBECOLITFC00084	OmpR,NhaR,NhaR	b1021;b1022;b1023;b1024	1092289	1086106		Ecocyc:TU0-8471 
RDBECOLITUC02666	argA	RDBECOLIOPC00966	argA	RDBECOLIGNC00059	argA	RDBECOLIPMC02967	argAp	2949156		sigma70	RDBECOLITFC00109,RDBECOLITFC00109	ArgR,ArgR	b2818	2949242	2950573		Ecocyc:TU0-8472 
RDBECOLITUC02667	tppB	RDBECOLIOPC00086	tppB	RDBECOLIGNC03730	dtpA	RDBECOLIPMC02968	tppBp	1712671		sigma70	RDBECOLITFC00187,RDBECOLITFC00040	GadX,OmpR	b1634	1712769	1714271		Ecocyc:TU0-8473 
RDBECOLITUC02668	rpsO	RDBECOLIOPC03608	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00904	rpsO	RDBECOLIPMC03652	rpsOp	3311786	RDBECOLITMC00024				b3165	3311684	3311415	3311372-3311398	Ecocyc:TU0-8474 
RDBECOLITUC02669	yciZT	RDBECOLIOPC02658	yciZT	RDBECOLIGNC02652,RDBECOLIGNC03500	yciZ;yciT	RDBECOLIPMC02969	yciZp	1344638		sigma38			b4596;b1284	1344609	1343597		Ecocyc:TU0-8475 
RDBECOLITUC02670	metY	RDBECOLIOPC03608	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC02498	metY	RDBECOLIPMC03876	metYp2	3318375	RDBECOLITMC00017,RDBECOLITMC00016	sigma70	RDBECOLITFC00109,RDBECOLITFC00109,RDBECOLITFC00109,RDBECOLITFC00189	ArgR,ArgR,ArgR,CRP	b3171	3318289	3318213	3318031-3318043;3318072-3318087	Ecocyc:TU0-8476 
RDBECOLITUC02671	cysS	RDBECOLIOPC01268	cysS	RDBECOLIGNC00191	cysS	RDBECOLIPMC02970	cysSp	554577					b0526	554611	555996		Ecocyc:TU0-8477 
RDBECOLITUC02672	dosCP	RDBECOLIOPC00396	dosCP	RDBECOLIGNC03637,RDBECOLIGNC03638	dosP;dosC				RDBECOLITMC00119				b1489;b1490	1567140	1563334	1563276-1563301	Ecocyc:TU0-8478 
RDBECOLITUC02673	appY	RDBECOLIOPC03133	appY	RDBECOLIGNC00046	appY	RDBECOLIPMC02971	appYp1	583567		sigma70	RDBECOLITFC00020,RDBECOLITFC00173	H-NS,DpiA	b0564	583681	584430		Ecocyc:TU0-8479 
RDBECOLITUC02674	erpA	RDBECOLIOPC00915	erpA	RDBECOLIGNC02202	erpA	RDBECOLIPMC02972	erpAp	176561			RDBECOLITFC00055	IscR	b0156	176610	176954		Ecocyc:TU0-8480 
